distrito,ingreso_mensual_promedio,poblacion_2015,pobreza_2010_%,pobreza_extrema_2010_%,pobreza_2015_%,pobreza_extrema_2015_%,viviendas_total,viviendas_tv_paga,viviendas_celular,viviendas_telefono,viviendas_computadora,categorical_denue_111,categorical_denue_112,categorical_denue_113,categorical_denue_114,categorical_denue_115,categorical_denue_211,categorical_denue_212,categorical_denue_213,categorical_denue_221,categorical_denue_236,categorical_denue_237,categorical_denue_238,categorical_denue_311,categorical_denue_312,categorical_denue_313,categorical_denue_314,categorical_denue_315,categorical_denue_316,categorical_denue_321,categorical_denue_322,categorical_denue_323,categorical_denue_324,categorical_denue_325,categorical_denue_326,categorical_denue_327,categorical_denue_331,categorical_denue_332,categorical_denue_333,categorical_denue_334,categorical_denue_335,categorical_denue_336,categorical_denue_337,categorical_denue_339,categorical_denue_431,categorical_denue_432,categorical_denue_433,categorical_denue_434,categorical_denue_435,categorical_denue_436,categorical_denue_437,categorical_denue_461,categorical_denue_462,categorical_denue_463,categorical_denue_464,categorical_denue_465,categorical_denue_466,categorical_denue_467,categorical_denue_468,categorical_denue_469,categorical_denue_481,categorical_denue_482,categorical_denue_483,categorical_denue_484,categorical_denue_485,categorical_denue_486,categorical_denue_487,categorical_denue_488,categorical_denue_491,categorical_denue_492,categorical_denue_493,categorical_denue_511,categorical_denue_512,categorical_denue_515,categorical_denue_517,categorical_denue_518,categorical_denue_519,categorical_denue_521,categorical_denue_522,categorical_denue_523,categorical_denue_524,categorical_denue_525,categorical_denue_531,categorical_denue_532,categorical_denue_533,categorical_denue_541,categorical_denue_551,categorical_denue_561,categorical_denue_562,categorical_denue_611,categorical_denue_621,categorical_denue_622,categorical_denue_623,categorical_denue_624,categorical_denue_711,categorical_denue_712,categorical_denue_713,categorical_denue_721,categorical_denue_722,categorical_denue_811,categorical_denue_812,categorical_denue_813,categorical_denue_931,categorical_denue_932,H_0_a_4_años,H_5_a_9_años,H_10_a_14_años,H_15_a_19_años,H_20_a_24_años,H_25_a_29_años,H_30_a_34_años,H_35_a_39_años,H_40_a_44_años,H_45_a_49_años,H_50_a_54_años,H_55_a_59_años,H_60_a_64_años,H_65_a_69_años,H_70_a_74_años,H_75_a_79_años,H_80_a_84_años,H_85_a_89_años,H_90_a_94_años,H_95_a_99_años,H_100_años_o_más,M_0_a_4_años,M_5_a_9_años,M_10_a_14_años,M_15_a_19_años,M_20_a_24_años,M_25_a_29_años,M_30_a_34_años,M_35_a_39_años,M_40_a_44_años,M_45_a_49_años,M_50_a_54_años,M_55_a_59_años,M_60_a_64_años,M_65_a_69_años,M_70_a_74_años,M_75_a_79_años,M_80_a_84_años,M_85_a_89_años,M_90_a_94_años,M_95_a_99_años,M_100_años_o_más
D07009,6355.679742179384,598189,0.46700182912001403,0.0886929369182676,0.419258412423274,0.066995760646138,160210,0.420816428437676,0.9211472442419331,0.33651457462081,0.4105548966980839,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,25953,25230,24437,26797,29998,24907,23560,19475,19877,16496,13535,10686,8576,5259,3777,2295,1450,775,310,100,5,25937,23902,24189,29213,32492,26893,25976,25142,22542,20290,16857,12522,9659,6641,5217,3046,1998,1448,507,203,17
D07010,2979.816681631075,389548,0.8352361390979379,0.3775940658589338,0.7782047373117186,0.27904140930506094,98043,0.3075589282253705,0.6181879379455956,0.09605989208816529,0.09515212712789281,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,19993,19833,20256,19351,16302,13319,13107,12184,11380,9849,8930,6786,5579,4600,3865,2918,1470,1003,391,139,73,19634,20202,19347,18701,17298,15563,15215,14256,12320,10660,8888,6701,5415,4664,3897,2694,1335,914,288,187,41
D07011,2461.0002448914115,560051,0.8379327228708204,0.47417629567863834,0.8054228594166518,0.4063855311950452,123668,0.152763851602678,0.5324578710741662,0.10347866869359913,0.1264352944981726,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,33321,33229,32814,29444,25982,20364,18868,17093,14003,11044,9322,7318,5858,3827,3576,2349,1227,567,272,170,77,33438,32857,32210,30085,28423,24110,21750,19768,15742,13037,10719,8183,6091,4579,3715,2105,1280,744,284,132,74
D07012,4370.687527875915,509759,0.675448336672878,0.24115061905513355,0.5933406706703228,0.1561241670826935,132355,0.24760681500510015,0.772316875070832,0.16980091420800117,0.19324543840429112,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,26066,26663,25485,24065,21783,17657,16841,15454,14157,12404,11767,8965,7887,5770,3739,2832,1552,1032,464,145,27,24489,24694,23983,24355,24562,22705,19775,19019,17135,14610,13085,10782,8381,5806,4382,3240,1669,1407,642,202,81
D07013,3616.908972792414,674181,0.7522814338359224,0.3056524941013058,0.679078008409824,0.2002533172361349,165697,0.24871904741787734,0.6677308581326153,0.14845772705601185,0.15990633505736349,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,35585,37088,36313,32905,27666,22661,21975,20410,18722,16028,14932,11465,10026,7547,5127,3861,2074,1442,633,207,58,34359,34817,34449,32448,31165,28396,25575,24539,21463,18572,15983,13293,10302,7538,5582,4068,2068,1704,765,241,129
D08001,6470.915240520472,1391091,0.388041269299394,0.052828875671275304,0.264178171596463,0.0107340146319676,394254,0.29420373667737,0.8959249620802832,0.392980159998377,0.40276319327134297,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,63665,71884,72634,63362,62434,52018,52497,53424,51004,43584,33440,23954,17679,11956,7951,5045,2612,1466,386,91,12,61228,71304,68533,64328,59684,54851,54303,54888,52750,43580,34079,25660,19483,14020,9190,5923,3877,1321,719,269,3
D08002,6305.173288703378,1561398,0.3991300780425042,0.054582009546736796,,,444347,0.30643843662723014,0.8787344125199449,0.3768563757603857,0.38489738875248414,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,71912,80772,81456,71536,69294,57647,58008,58979,56382,48538,37642,27353,20239,14338,9751,6188,3293,1819,457,127,21,69148,79883,77169,72145,66579,61141,60195,60589,58603,48701,38678,28975,22090,16247,10941,7156,4598,1647,842,310,9
D08003,6470.915240520472,1391091,0.388041269299394,0.052828875671275304,0.264178171596463,0.0107340146319676,394254,0.29420373667737,0.8959249620802832,0.392980159998377,0.40276319327134297,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,63665,71884,72634,63362,62434,52018,52497,53424,51004,43584,33440,23954,17679,11956,7951,5045,2612,1466,386,91,12,61228,71304,68533,64328,59684,54851,54303,54888,52750,43580,34079,25660,19483,14020,9190,5923,3877,1321,719,269,3
D08004,6470.915240520472,1391091,0.388041269299394,0.052828875671275304,0.264178171596463,0.0107340146319676,394254,0.29420373667737,0.8959249620802832,0.392980159998377,0.40276319327134297,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,63665,71884,72634,63362,62434,52018,52497,53424,51004,43584,33440,23954,17679,11956,7951,5045,2612,1466,386,91,12,61228,71304,68533,64328,59684,54851,54303,54888,52750,43580,34079,25660,19483,14020,9190,5923,3877,1321,719,269,3
D08005,6087.638866242979,417429,0.36430575072597554,0.03648637866746605,0.3171128862519634,0.010214706924728643,123974,0.5263361672608772,0.8751270427670322,0.29096423443625286,0.3131059738332229,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,17785,19760,19345,18696,16718,14223,13924,14004,14395,12615,10885,8639,6841,5560,4611,3364,1851,919,307,73,0,17838,19305,19647,18405,17471,15760,14993,14543,15442,13903,11708,9420,7058,6265,4767,3098,2023,916,269,60,23
D08006,7920.162475198783,877648,0.258380887562606,0.0203770599561396,0.195907559131739,0.0062279486186323394,264414,0.537740059149667,0.923230237430696,0.518675259252536,0.518955123404963,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,35423,38574,39388,36942,40509,35505,32179,29295,30828,26848,22617,18432,13819,10584,7409,4967,2325,1225,275,77,28,37202,34007,37912,36638,41813,35143,33736,33167,33099,29221,26258,21804,15868,12799,9843,6349,2960,1790,713,54,23
D08007,6259.277239667599,366465,0.4576181333684203,0.08798768541043674,,,110806,0.4306986986264282,0.7950562243921807,0.27071638719924934,0.2605544826092449,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16629,17337,18244,16967,13857,12830,11270,11533,11359,9917,9465,8134,6520,5382,4418,2945,1859,789,189,84,18,16498,17609,17616,17012,15800,13450,12729,12612,11830,11058,10005,7734,6763,5763,4399,2880,1628,851,353,105,24
D08008,7920.162475198783,877648,0.258380887562606,0.0203770599561396,0.195907559131739,0.0062279486186323394,264414,0.537740059149667,0.923230237430696,0.518675259252536,0.518955123404963,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,35423,38574,39388,36942,40509,35505,32179,29295,30828,26848,22617,18432,13819,10584,7409,4967,2325,1225,275,77,28,37202,34007,37912,36638,41813,35143,33736,33167,33099,29221,26258,21804,15868,12799,9843,6349,2960,1790,713,54,23
D08009,4405.301892135232,332104,0.6091422627119634,0.2540317626609114,,,90117,0.3711175471886547,0.6043920680892617,0.231587824716757,0.21943695418178608,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16523,16860,17098,16531,13997,11471,10517,10141,10071,8544,7606,6149,5371,4209,3642,2733,1567,786,295,105,33,16368,16579,16551,15807,14700,11995,11460,10594,10634,9087,8375,6649,5601,4634,3701,2426,1438,838,283,106,29
D09001,7021.77663419701,1163752,0.31247795665061,0.0162184551397889,0.283919362246032,0.0114813491860999,324587,0.373486923382637,0.825331883285529,0.672590091408467,0.485158062399295,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,36559,40829,41493,43606,50284,44283,41783,38456,39187,34937,35228,29045,24383,18610,15348,9661,5914,3785,1084,306,70,34341,38568,40688,42301,48634,45943,46202,42804,46483,43684,41640,33364,30150,23712,19229,12411,9886,6091,2040,604,126
D09002,7021.77663419701,1163752,0.31247795665061,0.0162184551397889,0.283919362246032,0.0114813491860999,324587,0.373486923382637,0.825331883285529,0.672590091408467,0.485158062399295,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,36559,40829,41493,43606,50284,44283,41783,38456,39187,34937,35228,29045,24383,18610,15348,9661,5914,3785,1084,306,70,34341,38568,40688,42301,48634,45943,46202,42804,46483,43684,41640,33364,30150,23712,19229,12411,9886,6091,2040,604,126
D09003,7888.982788068986,399989,0.173611060798165,0.00608585401195436,0.194523977274431,0.00532661759782538,119027,0.42208070437799805,0.839263360414024,0.7213909449116589,0.583758306938762,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,10365,13597,13534,14118,14769,14455,15025,13210,14454,12505,11969,11518,8506,6417,4525,3376,2865,1445,509,110,9,10817,11434,12316,12851,16256,16009,16104,15108,17300,15623,15667,12889,11351,9328,7674,4771,3793,2203,1040,153,21
D09004,6259.540891024904,1826181,0.364322815962328,0.0347010728703167,0.349561241300474,0.0171999504084995,495665,0.305510778449154,0.817487617644982,0.624060605449245,0.43904048097001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,64966,72295,75847,72863,80523,72564,69259,65230,62472,53725,51416,39950,33728,24918,17618,9848,6010,2921,1219,195,57,60735,66086,71372,73866,79932,75563,75233,73667,74882,64069,59122,48430,43772,30926,21231,12570,8624,5407,2192,699,179
D09005,8986.610504412503,676704,0.290874095085212,0.029421711720838205,0.32064707732704,0.0178752601024608,190591,0.46201027330776395,0.885020803710563,0.68635979663258,0.556904575766956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,21290,25282,25336,25481,28531,25322,26082,24984,24941,19742,19182,15791,13186,9637,7074,4652,2464,1226,516,189,29,21028,24603,25483,25755,29427,27257,28161,26838,29003,24512,23247,19727,17093,12877,9066,5097,3513,2014,823,236,7
D09006,9500.447437916006,993012,0.2856728441316745,0.016149702924158547,0.29032548772363487,0.011343051237890525,281571,0.5135756168071286,0.8543351410479063,0.6891760870260074,0.5355878268713752,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,30509,35306,36245,37258,41675,38576,38600,37429,36661,30562,28072,22704,19479,15401,9808,7035,4422,1628,881,174,16,30938,35570,37173,36404,42360,40405,40120,42565,42189,34284,35019,28281,23436,17483,13032,9172,6735,3635,1201,464,105
D09007,7021.77663419701,1163752,0.31247795665061,0.0162184551397889,0.283919362246032,0.0114813491860999,324587,0.373486923382637,0.825331883285529,0.672590091408467,0.485158062399295,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,36559,40829,41493,43606,50284,44283,41783,38456,39187,34937,35228,29045,24383,18610,15348,9661,5914,3785,1084,306,70,34341,38568,40688,42301,48634,45943,46202,42804,46483,43684,41640,33364,30150,23712,19229,12411,9886,6091,2040,604,126
D09008,9185.436399395863,959580,0.23206018662011163,0.010368978430427821,0.19037128428855263,0.00676449928337265,314137,0.47137077135135325,0.8675418686751322,0.7102601731091849,0.5713398931039639,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,27043,28933,29648,30364,37416,40972,42800,36115,33780,29643,28869,25718,21308,14985,10508,7401,4611,2323,854,224,13,25530,27603,27752,30935,38365,42117,42786,40071,38624,31820,38203,29569,26932,20640,17056,10739,7938,5764,2689,791,128
D09009,5738.987580302796,361482,0.42507821925932004,0.0405973292979694,0.391627509395216,0.0134213760767196,94678,0.31446587380384,0.822799383172437,0.604828999345149,0.42563214263081206,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,13387,13256,14397,16291,17032,13457,12703,13222,13813,10896,9788,7759,6223,3784,2606,2287,1105,503,226,0,21,11807,14877,15456,16884,16334,14307,15350,15045,15462,13339,11552,8968,6876,4928,3436,1674,1325,739,287,57,23
D09010,17110.18228101061,363973,0.10186787793315401,0.00282059030925758,0.070900925990392,0.00128803174824201,128042,0.675450242889052,0.9092719576389,0.78808515955702,0.738445197669515,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,10228,9797,9546,9356,12196,14321,15416,15322,13834,12320,10545,8511,7863,6004,4369,3266,2093,1055,775,88,12,9168,10279,9912,10925,13656,17300,18414,17059,16519,13462,13347,10539,10390,8142,5897,4789,3966,1715,1218,306,53
D09011,7345.622401549032,427263,0.276899132184631,0.0136213773649316,0.227627132613533,0.00674665316551083,126002,0.411390295392137,0.837097823844066,0.702552340439041,0.511063316455294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13229,13222,14406,14440,15894,15328,17204,15359,14970,12599,13160,12006,9298,6882,4862,3375,2210,1266,568,154,0,11866,13702,13812,14911,17364,16083,16766,16690,18185,14328,17651,12932,12208,9376,7716,5125,3517,3112,1050,393,44
D09012,10662.158818860264,532317,0.196070311416552,0.007758448002218899,0.160467964419234,0.00677882342830132,188135,0.511542243601669,0.8879315385228691,0.71542243601669,0.611709676562043,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,13814,15711,15242,15924,21522,25644,25596,20756,18810,17044,15709,13712,12010,8103,5646,4026,2401,1057,286,70,13,13664,13901,13940,16024,21001,26034,26020,23381,20439,17492,20552,16637,14724,11264,9340,5614,4421,2652,1639,398,84
D09013,7797.798656682326,389885,0.258549756367107,0.014062892449892,0.17063889780706,0.00402294839403118,110174,0.415252237369978,0.862617314429902,0.7264327336758221,0.555330658776118,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,10682,12415,13737,14084,16053,14224,14806,13872,14301,12056,12904,10549,7640,4902,4756,2605,2346,1345,382,100,0,11028,12386,14139,13331,16315,14973,15568,15035,16189,15996,14934,12168,10182,7308,5990,4836,2895,1927,592,334,0
D09014,8986.610504412503,676704,0.290874095085212,0.029421711720838205,0.32064707732704,0.0178752601024608,190591,0.46201027330776395,0.885020803710563,0.68635979663258,0.556904575766956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,21290,25282,25336,25481,28531,25322,26082,24984,24941,19742,19182,15791,13186,9637,7074,4652,2464,1226,516,189,29,21028,24603,25483,25755,29427,27257,28161,26838,29003,24512,23247,19727,17093,12877,9066,5097,3513,2014,823,236,7
D09015,17064.509469762477,417238,0.0318152858285029,0.00144288426943834,0.049700868796848,0.00143740335353768,159700,0.714232936756418,0.929198497182217,0.831897307451471,0.798935504070131,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,9606,9260,9203,9731,13643,17501,19438,17826,16150,13810,13839,11436,9923,7695,5982,3499,2165,1352,613,183,20,8395,9214,8781,9496,15033,18595,21811,20824,18553,15632,14856,14259,13486,9927,8945,6160,5169,3172,1577,371,107
D09016,9708.926359018766,749313,0.278281470560348,0.016271302331855,0.278806266858515,0.0107186419936166,214895,0.536569022080551,0.865036413131995,0.694702063798599,0.551985853556388,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,22526,25685,25978,27285,31540,29549,29584,28555,28021,23177,21354,16838,15157,11744,7627,5492,3439,1154,532,164,16,22957,26625,27739,26618,32352,30761,30030,32777,31941,25064,27121,21919,17915,13743,9932,6985,5337,2607,998,375,100
D09017,11382.110265067535,948526,0.2880876823700632,0.01924263505036329,0.28353377919983846,0.0109470491679489,270373,0.5395546152907281,0.8711964582262283,0.7014457804588475,0.5638987620805332,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,29837,33567,34002,35289,40884,37867,36676,35722,35959,29144,27530,20846,18431,13870,9385,6194,3864,1348,665,172,16,30163,33775,34818,34760,42858,39527,38576,41361,40633,32298,34148,26140,21452,16421,11553,7999,6097,3043,1067,469,100
D09018,6259.540891024904,1826181,0.364322815962328,0.0347010728703167,0.349561241300474,0.0171999504084995,495665,0.305510778449154,0.817487617644982,0.624060605449245,0.43904048097001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,64966,72295,75847,72863,80523,72564,69259,65230,62472,53725,51416,39950,33728,24918,17618,9848,6010,2921,1219,195,57,60735,66086,71372,73866,79932,75563,75233,73667,74882,64069,59122,48430,43772,30926,21231,12570,8624,5407,2192,699,179
