distrito,ingreso_mensual_promedio,poblacion_2015,pobreza_2010_%,pobreza_extrema_2010_%,pobreza_2015_%,pobreza_extrema_2015_%,viviendas_total,viviendas_tv_paga,viviendas_celular,viviendas_telefono,viviendas_computadora,categorical_denue_111,categorical_denue_112,categorical_denue_113,categorical_denue_114,categorical_denue_115,categorical_denue_211,categorical_denue_212,categorical_denue_213,categorical_denue_221,categorical_denue_236,categorical_denue_237,categorical_denue_238,categorical_denue_311,categorical_denue_312,categorical_denue_313,categorical_denue_314,categorical_denue_315,categorical_denue_316,categorical_denue_321,categorical_denue_322,categorical_denue_323,categorical_denue_324,categorical_denue_325,categorical_denue_326,categorical_denue_327,categorical_denue_331,categorical_denue_332,categorical_denue_333,categorical_denue_334,categorical_denue_335,categorical_denue_336,categorical_denue_337,categorical_denue_339,categorical_denue_431,categorical_denue_432,categorical_denue_433,categorical_denue_434,categorical_denue_435,categorical_denue_436,categorical_denue_437,categorical_denue_461,categorical_denue_462,categorical_denue_463,categorical_denue_464,categorical_denue_465,categorical_denue_466,categorical_denue_467,categorical_denue_468,categorical_denue_469,categorical_denue_481,categorical_denue_482,categorical_denue_483,categorical_denue_484,categorical_denue_485,categorical_denue_486,categorical_denue_487,categorical_denue_488,categorical_denue_491,categorical_denue_492,categorical_denue_493,categorical_denue_511,categorical_denue_512,categorical_denue_515,categorical_denue_517,categorical_denue_518,categorical_denue_519,categorical_denue_521,categorical_denue_522,categorical_denue_523,categorical_denue_524,categorical_denue_525,categorical_denue_531,categorical_denue_532,categorical_denue_533,categorical_denue_541,categorical_denue_551,categorical_denue_561,categorical_denue_562,categorical_denue_611,categorical_denue_621,categorical_denue_622,categorical_denue_623,categorical_denue_624,categorical_denue_711,categorical_denue_712,categorical_denue_713,categorical_denue_721,categorical_denue_722,categorical_denue_811,categorical_denue_812,categorical_denue_813,categorical_denue_931,categorical_denue_932,H_0_a_4_años,H_5_a_9_años,H_10_a_14_años,H_15_a_19_años,H_20_a_24_años,H_25_a_29_años,H_30_a_34_años,H_35_a_39_años,H_40_a_44_años,H_45_a_49_años,H_50_a_54_años,H_55_a_59_años,H_60_a_64_años,H_65_a_69_años,H_70_a_74_años,H_75_a_79_años,H_80_a_84_años,H_85_a_89_años,H_90_a_94_años,H_95_a_99_años,H_100_años_o_más,M_0_a_4_años,M_5_a_9_años,M_10_a_14_años,M_15_a_19_años,M_20_a_24_años,M_25_a_29_años,M_30_a_34_años,M_35_a_39_años,M_40_a_44_años,M_45_a_49_años,M_50_a_54_años,M_55_a_59_años,M_60_a_64_años,M_65_a_69_años,M_70_a_74_años,M_75_a_79_años,M_80_a_84_años,M_85_a_89_años,M_90_a_94_años,M_95_a_99_años,M_100_años_o_más
D10002,5512.998737596478,435769,0.47213231130531524,0.07331004588468866,0.34458546093212944,0.01827570222856023,117602,0.34214554174248735,0.8054965051614769,0.2965935953470176,0.27218924848216863,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,20722,20410,21574,20876,18447,15758,14306,13698,14944,11923,11106,9208,6998,5694,4051,2616,1645,1023,361,90,8,19617,20099,20721,20073,18859,16150,14811,16208,15538,12573,12627,9446,7701,5477,4287,2766,1825,938,507,80,8
D10003,4559.961019167954,420601,0.5546662230689368,0.0932890303929276,0.46153948266245265,0.01792239931885769,109665,0.4089089499840423,0.7541877536132765,0.3022659918843752,0.21841973282268737,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,20533,20784,21522,20130,17496,13959,12940,13333,13735,11401,9766,8043,6577,5854,4804,3627,2303,1226,378,91,17,19276,20357,21000,19319,17796,15249,14016,15183,14069,11834,10359,8614,6850,5964,4487,3579,2289,1323,387,100,31
D10004,6220.691400829216,654534,0.417112363245409,0.05048142045870829,0.321930069213606,0.007590159828787399,171351,0.421007172412183,0.889309079024925,0.4298019853983929,0.41385226815133896,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,33270,30871,29751,30978,30221,24479,23523,22182,20392,16367,15640,10733,8627,6212,4941,3038,2156,866,404,23,0,32391,30656,29228,31002,32474,27157,25883,23864,22789,19609,18033,13307,10547,7709,6410,3977,2732,1438,445,205,4
D11001,4483.2067094170925,358275,0.6262473198194446,0.16350709968106206,0.5599136363762451,0.06977376207241498,82411,0.35450364635788917,0.6455084879445708,0.2009561830338184,0.15277086796665473,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,18732,19980,19665,18778,15272,11515,10703,10176,9086,7344,6428,5045,4275,3467,2516,2123,1449,865,392,65,3,19056,18828,20876,19968,18774,15325,13665,11708,11164,8918,8072,6286,4679,3716,3042,2251,2002,1335,510,199,22
D11002,5769.718653102168,827132,0.46293623682614293,0.0917747467615539,0.3895648500020784,0.03448806492170839,209982,0.406272918631121,0.7798096979741119,0.38006591041136906,0.32209427474735897,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,37422,40423,43527,38725,36654,29873,27264,27692,27164,20686,18664,12716,12356,8353,6427,4051,2387,1590,631,53,5,36847,38449,43658,39146,40492,34580,32503,32113,30118,24882,20707,15693,13963,9345,7269,4685,3159,1772,888,163,37
D11003,6860.085255044638,1578308,0.368058493286456,0.0398197756911736,0.315067279439464,0.022112860694643296,386977,0.42868439209565407,0.834602573279549,0.400853280685932,0.35554826255824007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,76074,73969,80730,79915,76883,59988,60092,56424,54755,41057,34314,26239,19004,14778,8926,5971,3535,1665,629,208,35,70699,73711,75975,72694,78430,65238,65825,63904,57202,45997,38347,31153,20602,16570,11301,6639,4592,2454,1379,348,57
D11004,5283.126644984031,360103,0.5082495386883785,0.11386596430969285,0.49581025708891413,0.05003540099104566,87110,0.4377798186201355,0.7580874756055559,0.30493628745264606,0.25369073585122254,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,17297,18031,19223,17522,17444,12778,11906,10886,10256,8322,7633,6019,4704,3623,2813,2085,1464,843,251,106,18,16542,18063,18425,17811,18569,15523,13608,12280,11711,9697,8533,7167,5328,4373,3418,2211,1903,1063,466,167,21
D11005,6860.085255044638,1578308,0.368058493286456,0.0398197756911736,0.315067279439464,0.022112860694643296,386977,0.42868439209565407,0.834602573279549,0.400853280685932,0.35554826255824007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,76074,73969,80730,79915,76883,59988,60092,56424,54755,41057,34314,26239,19004,14778,8926,5971,3535,1665,629,208,35,70699,73711,75975,72694,78430,65238,65825,63904,57202,45997,38347,31153,20602,16570,11301,6639,4592,2454,1379,348,57
D11006,6860.085255044638,1578308,0.368058493286456,0.0398197756911736,0.315067279439464,0.022112860694643296,386977,0.42868439209565407,0.834602573279549,0.400853280685932,0.35554826255824007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,76074,73969,80730,79915,76883,59988,60092,56424,54755,41057,34314,26239,19004,14778,8926,5971,3535,1665,629,208,35,70699,73711,75975,72694,78430,65238,65825,63904,57202,45997,38347,31153,20602,16570,11301,6639,4592,2454,1379,348,57
D11007,5080.918512556957,388468,0.5539827479991312,0.11850276879021808,0.47779046756666177,0.05727601434240165,95373,0.3259937298816226,0.6997997336772465,0.3031465928512261,0.18156081909974528,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,19920,19158,19715,19488,17134,14554,12890,12340,11345,8840,7698,6233,5125,4344,3379,2327,1589,971,364,103,32,19005,18808,19132,19744,18303,16168,15354,13943,12964,10363,8872,7158,5891,4775,3912,2784,1747,1348,453,150,45
D11008,5871.525264817422,414912,0.506721285138855,0.08337178199136709,0.42860995214368686,0.03550496619199784,104621,0.320786457785722,0.7710306726183079,0.3668575142657783,0.2914997944963247,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,18841,18885,19044,19442,17945,14949,13818,14497,14206,10596,9905,7906,6057,4436,3491,2261,1559,922,479,97,63,18615,18570,19117,19886,18452,16930,16003,16738,15243,12463,11378,9206,7048,5495,3704,2834,1668,1455,589,96,23
D11009,5848.281899258255,763582,0.4582141200128421,0.09053943535641203,0.3871673417114697,0.03156528819686396,180136,0.4029511036106055,0.7750866012346229,0.3341364302526979,0.2880878891504197,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,38216,39134,38119,36510,32976,31914,28162,25857,21662,18150,15624,13138,10737,7873,5001,3370,1889,1338,484,267,23,38333,35815,37164,36357,37085,34187,30361,28240,24039,20340,18877,15190,12593,8231,6419,4082,2977,1666,767,404,11
D11010,4526.801558715587,385748,0.5670757010680528,0.07186341549005053,0.5516374467987628,0.05505768151775136,102122,0.22370302187579583,0.6623058694502657,0.3801825267816926,0.21891463151916338,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,15610,16473,18005,17099,15892,12845,12369,12636,12089,10272,8624,7600,6622,5216,4537,3404,2506,1356,642,151,44,15239,16931,17186,17591,17325,15010,14111,14948,13434,12179,10763,8813,7744,6152,4974,3834,2746,1765,747,224,40
D11011,6860.085255044638,1578308,0.368058493286456,0.0398197756911736,0.315067279439464,0.022112860694643296,386977,0.42868439209565407,0.834602573279549,0.400853280685932,0.35554826255824007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,76074,73969,80730,79915,76883,59988,60092,56424,54755,41057,34314,26239,19004,14778,8926,5971,3535,1665,629,208,35,70699,73711,75975,72694,78430,65238,65825,63904,57202,45997,38347,31153,20602,16570,11301,6639,4592,2454,1379,348,57
D11012,6073.290627980202,493996,0.395638642332648,0.0479866629246899,0.325195455548633,0.0248804220238316,129705,0.428996569137659,0.805142438610693,0.446644308237925,0.373200724721483,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,20731,22595,25701,22370,22482,18412,16685,17025,17308,12999,12311,7895,7785,4737,3899,1972,1235,951,369,35,0,20724,21452,25142,22600,24245,20693,19156,20065,18864,16117,13685,9629,8600,5251,4378,2558,1593,1045,612,90,0
D11013,4177.834996422311,393502,0.6169107314194938,0.10567627166115387,0.5617980847559322,0.060373354997640016,96550,0.19030554117037812,0.6307612635939926,0.2703987571206632,0.15430346970481604,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,18772,18341,19163,18991,17423,14053,12170,12226,11140,9016,8509,7103,5800,4654,3768,3261,1952,1495,505,191,29,17843,18296,19175,18601,18744,16284,14381,14563,13147,11392,9955,8123,6466,5527,4406,3137,2421,1504,644,223,108
D11014,4424.481076650962,380642,0.5833364668821783,0.10154332192384857,0.5365539137224045,0.049699420732977444,97753,0.2584268513498308,0.6895747445091198,0.2838276063138725,0.1722913874765992,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,17610,18459,18335,17605,15869,12590,12030,12186,11114,9002,7981,7010,5919,5275,3782,3116,2112,1267,490,153,25,17698,17859,18359,17955,17226,15284,14574,13926,12561,11049,9955,8067,6571,5209,4437,3273,2299,1524,639,216,31
D11015,6033.596577908272,574090,0.423257255857927,0.0742135676311619,0.372154509753872,0.029353886802996096,137934,0.429386518189859,0.78524511722998,0.380906810503574,0.320008119825424,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,28202,29476,27489,27425,24169,23916,20691,19105,16272,14280,12319,10383,8453,6248,3677,2413,1453,1025,289,241,2,28009,25938,27498,27720,27515,25696,22534,21233,18665,15930,15348,11916,9811,6063,5051,3100,2291,1283,592,361,8
D12001,3479.842571562254,355197,0.733956476307085,0.3786845761109998,0.7335242611273828,0.2666080388552705,90533,0.3832414699612297,0.4535915080688811,0.2719008538323042,0.1156815746744281,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,18561,18090,17961,17187,14654,11689,10278,9769,9242,7773,7280,6272,5416,4970,4534,3540,2439,1478,533,221,75,18187,17730,17667,17504,15834,13020,11367,10992,10156,8702,8599,7310,6265,5409,5253,3918,2658,1582,688,299,95
D12002,3974.849867127472,393055,0.6095703454660019,0.21345559490410115,0.6179229182638625,0.15583837889367866,106510,0.30469439489249855,0.6542296497981412,0.3805558163552716,0.2187118580414987,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,19033,18537,18622,17903,16556,13706,11561,12580,11416,9330,8642,7518,6507,5166,4181,3448,1977,1263,488,249,58,17592,17574,18103,18688,17869,15104,14580,13770,12415,10570,11230,9048,7601,5861,4918,3955,2755,1770,638,201,72
D12003,4149.623856024913,424570,0.6079458003627217,0.2140181316713579,0.5636635344964623,0.12909639882446908,118426,0.3747065678145002,0.680154695759377,0.24096059986827226,0.15558238900241492,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,19451,20947,21590,21266,18016,15083,13461,13375,12331,10415,10353,8720,7053,5679,4403,3126,1871,1040,447,272,68,19348,19757,20485,20190,18628,16302,15047,14554,13759,11970,11316,8724,7321,5668,4831,3287,2264,1252,544,222,134
D12004,4887.170238903759,810160,0.491392568518492,0.131597338092267,0.566394107749782,0.121216559898581,220033,0.326950957356397,0.800198152095368,0.367649398044839,0.256856926006554,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,34301,37900,37332,36634,34752,26947,27541,26555,24031,21932,20386,16729,13703,11210,6309,4764,2466,1273,577,213,37,33985,33951,35464,38932,37430,32238,31311,30374,29821,26000,24549,19254,17083,11857,9158,5923,4106,2103,592,303,134
D12005,2533.900455993272,375212,0.8762719901753477,0.5801254152246118,0.8503910144038964,0.46725208744644847,81833,0.1933694230933731,0.3598303862744858,0.1611208192294061,0.08167854044211982,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,22494,24350,24455,20886,14072,10589,10077,9045,8122,6683,5949,5046,4140,3414,3274,2408,1495,825,345,204,79,22386,23957,24942,22273,17610,13763,12189,11251,9687,8170,7122,5694,4763,3877,3612,2585,1736,915,451,199,78
D12006,2351.941775847845,411610,0.880766762043239,0.5679857438981115,0.8618793003204901,0.42244687069142073,94751,0.15711707528152744,0.39013836265580326,0.12698546717185033,0.07054279110510715,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,25617,24971,26850,21983,16646,11904,11496,10430,9046,7414,6615,5645,4652,3917,3297,2449,1587,784,314,167,70,24514,25477,26672,22925,18773,14452,14190,12667,10708,8995,8398,6711,5580,4666,4148,3021,2069,1135,377,185,93
D12007,4686.482607998863,387619,0.5842660729490113,0.24041743313905498,0.6231188119206097,0.18896399919485138,92245,0.4347335898964712,0.7249498617811262,0.3270963195837176,0.3058268740853162,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,20657,19219,19060,20029,17986,14339,13413,12654,10339,8558,7906,6368,5216,3641,2035,2021,1393,707,303,194,42,19675,19420,18876,19587,20523,15945,15602,15399,11824,10489,9689,7386,5166,4187,2842,2046,1474,905,353,122,29
D12008,3111.8260612081594,373208,0.8099525348191272,0.42301421219792495,0.7242468099629766,0.2614021764463233,90826,0.2820447889370884,0.46663950851077884,0.22028934446083728,0.09586462026292027,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,20333,20747,22189,21547,15551,11875,10996,10396,9079,7619,7255,6561,5084,4231,3617,2580,1583,913,341,174,75,20016,20608,21566,20902,16533,13447,12163,11357,9630,8672,8394,6639,5603,4700,3996,2686,1808,1076,364,208,94
D12009,4887.170238903759,810160,0.491392568518492,0.131597338092267,0.566394107749782,0.121216559898581,220033,0.326950957356397,0.800198152095368,0.367649398044839,0.256856926006554,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,34301,37900,37332,36634,34752,26947,27541,26555,24031,21932,20386,16729,13703,11210,6309,4764,2466,1273,577,213,37,33985,33951,35464,38932,37430,32238,31311,30374,29821,26000,24549,19254,17083,11857,9158,5923,4106,2103,592,303,134
D13001,3066.0164542347916,408641,0.7673297563395578,0.3107909491942948,0.7459643876039673,0.27427335788177865,101232,0.3770941994626205,0.5305437015963331,0.12483206891101618,0.10521376639797689,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,18964,22720,23758,19129,14121,11750,12622,11782,10661,9801,8766,8112,7286,5997,4949,3562,1975,1216,490,255,90,18472,22652,22660,18236,15979,14367,15209,12891,11997,10888,10064,9089,8112,6456,5559,3609,2173,1246,574,282,120
D13002,3704.370703466478,397360,0.6223319480156465,0.16745329632989459,0.606640002798366,0.12605260443266136,106035,0.3255811760267836,0.6358183618616494,0.17480077332956084,0.14759277597019854,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18586,19866,19813,17332,15310,11764,11845,11829,12079,10025,9553,8069,6523,5273,4345,3270,1889,1158,417,142,44,17976,19719,18894,17222,18259,15181,15575,14230,14057,11781,10818,8623,6931,5911,4621,3533,2447,1528,586,270,66
D13003,4408.9033678345595,401409,0.5783826924499307,0.11158598299837948,0.5362448248767352,0.06939956193606267,105554,0.4047312276180912,0.7326202701934554,0.19167440362279026,0.18076055857665269,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17749,19132,19144,17819,17012,13082,13059,12844,12501,10482,9919,8021,6049,5018,3983,2843,1690,1141,390,117,26,17746,18495,18790,17305,18671,15598,15770,15755,14447,12316,11206,8807,6741,5658,4510,3133,2162,1401,582,240,55
D13004,4147.450019732045,405964,0.6099457291882732,0.17164392752517263,0.5912350772336177,0.12684453926910674,104181,0.38982156055326794,0.7091120261851972,0.2501319818392989,0.17862182163734278,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19132,21556,21841,18718,16676,13070,12970,12438,12001,9988,8737,7186,5969,4410,3272,2296,1357,789,324,120,18,18421,20441,21123,18631,18096,16366,16391,15319,14311,12230,10605,8482,6735,5650,3927,2760,1736,1097,518,193,64
D13005,5548.8064272281745,433386,0.4685350442607356,0.07793048536149387,0.38567763933150145,0.042882256343316265,114823,0.38264981754526534,0.7845118138352072,0.20031700965834365,0.22773311967114615,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18870,20368,20493,18998,18192,15052,15077,15434,14307,12042,10769,8419,6870,5393,3911,2911,1801,849,268,89,17,18140,19487,20336,18535,18977,17297,17882,17554,16512,13753,12457,8929,7152,5758,4117,2679,1910,1092,500,161,28
