,cve_mun,AdultosMayores_ben,AdultosMayores_monto,ApoyoMadresTrab_ben,ApoyoMadresTrab_monto,BecasUniv_ben,BecasUniv_monto,BenitoJuarez_ben,BenitoJuarez_monto,BienestarDiscapacitados_ben,BienestarDiscapacitados_monto,CreditoGanaPalabra_ben,CreditoGanaPalabra_monto,FertiGuerrero_ben,FertiGuerrero_monto,JoCuFu_ben,JoCuFu_monto,MediaSuperior_ben,MediaSuperior_monto,MejoramientoUrbano-RYCJ_ben,MejoramientoUrbano-RYCJ_monto,MejoUrbano-VAB_ben,MejoUrbano-VAB_monto,PNR-ReconstruViv_ben,PNR-ReconstruViv_monto,PrBiPeEmSoNa_ben,PrBiPeEmSoNa_monto,ProdBienProdCafe_ben,ProdBienProdCafe_monto,ProdBienProdCanaAzu_ben,ProdBienProdCanaAzu_monto,ProdBienProdIndig_ben,ProdBienProdIndig_monto,ProdBienPyMProd_ben,ProdBienPyMProd_monto,SembrandoVida_ben,SembrandoVida_monto,clave_mun,robo_casa,robo_vehiculos,robo_transportistas,robo_bancos,robo_negocio,robo_maquinaria,secuestro,feminicidio,extorsion,homicidio_doloso,date,H_0_a_4_años,H_5_a_9_años,H_10_a_14_años,H_15_a_19_años,H_20_a_24_años,H_25_a_29_años,H_30_a_34_años,H_35_a_39_años,H_40_a_44_años,H_45_a_49_años,H_50_a_54_años,H_55_a_59_años,H_60_a_64_años,H_65_a_69_años,H_70_a_74_años,H_75_a_79_años,H_80_a_84_años,H_85_a_89_años,H_90_a_94_años,H_95_a_99_años,H_100_años_o_más,M_0_a_4_años,M_5_a_9_años,M_10_a_14_años,M_15_a_19_años,M_20_a_24_años,M_25_a_29_años,M_30_a_34_años,M_35_a_39_años,M_40_a_44_años,M_45_a_49_años,M_50_a_54_años,M_55_a_59_años,M_60_a_64_años,M_65_a_69_años,M_70_a_74_años,M_75_a_79_años,M_80_a_84_años,M_85_a_89_años,M_90_a_94_años,M_95_a_99_años,M_100_años_o_más,mpo_clave,viviendas_tv_paga,viviendas_celular,viviendas_telefono,viviendas_computadora,viviendas_tv_paga,viviendas_total,ingreso_mensual_promedio_municipio,pobreza_2010_%,pobreza_2015_%,pobreza_extrema_2010_%,pobreza_extrema_2015_%,mpo_inegi,mpo_nombre,edo_nombre,Ranking de Importancia Electoral,nombre_pte_mpal,partido_pte_mpal,pob_2015
53,9010,61508,157610400,494,1626400,760,3648000,1479,2371200,5864,14953200,0,0,1,4622,2744,46134000,21173,16938400,0,0,0,0,0,0,0,0,1,5000,11,80300,1,1600,264,1133905,1,5000,9010,405,1917,0,0,2862,0,0,0,0,108,2020/05,22526,25685,25978,27285,31540,29549,29584,28555,28021,23177,21354,16838,15157,11744,7627,5492,3439,1154,532,164,16,22957,26625,27739,26618,32352,30761,30030,32777,31941,25064,27121,21919,17915,13743,9932,6985,5337,2607,998,375,100,9010,0.536569022080551,0.865036413131995,0.694702063798599,0.551985853556388,0.536569022080551,214895,9708.926359018766,0.278281470560348,0.278806266858515,0.016271302331855,0.0107186419936166,9010,Álvaro Obregón,Ciudad de México,54,LAYDA ELENA  SANSORES  SAN ROMAN ,MORENA-PT-PES,749313
54,21019,9491,24375450,222,722400,157,782400,2508,7958400,606,1881900,0,0,0,0,502,9169200,0,0,0,0,0,0,14,1073000,0,0,0,0,11,80300,0,0,711,2328147,0,0,21019,4,24,0,0,6,1,0,0,0,5,2020/05,6383,6347,6403,6435,5699,4711,4431,3634,3589,3058,3041,2708,2250,1531,1272,1065,589,266,127,23,0,5884,6331,6279,6655,5887,5212,5182,4662,4331,4122,3876,3319,2604,2214,1560,1030,720,604,199,36,0,21019,0.347533696178725,0.696321203658849,0.431596044795258,0.262417006240561,0.347533696178725,35093,4515.240601992205,0.56040397057387,0.594187945368171,0.12795407239309,0.100898159144893,21019,Atlixco,Puebla,55,JOSE GUILLERMO VELAZQUEZ GUTIERREZ,PAN-PRD,134269
55,20043,6867,17934150,111,355200,1315,6364800,1274,3211200,1062,4248300,0,0,0,0,2130,33415200,0,0,0,0,0,0,392,26342975,0,0,0,0,1,7300,0,0,959,7065585,0,0,20043,1,7,0,2,8,1,0,0,1,2,2020/05,4407,4455,4585,4218,4375,3388,3161,3350,3011,2503,2651,2247,1512,1119,879,577,416,168,99,10,0,4181,4434,4195,4435,4204,4242,4004,4022,3454,2808,2896,2405,1691,1333,1034,650,433,329,90,32,0,20043,0.359911054637865,0.704177255400254,0.198657878017789,0.213627700127065,0.359911054637865,25184,5205.248608253661,0.521576292732268,0.565148191603326,0.111032135485723,0.0926388818038055,20043,Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,56,GLORIA  SANCHEZ   LOPEZ ,PRD,98003
56,3003,17649,45787800,445,1412000,1542,7416000,2821,5867200,1209,3513900,0,0,0,0,1523,24991200,109,348800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,429974,0,0,3003,176,184,0,0,96,0,0,0,0,16,2020/05,10718,10412,11553,11504,11822,10366,12327,10293,9819,8234,7581,6630,4744,3003,2540,1283,730,231,104,20,8,11294,11242,11184,10781,12576,11634,10400,10379,9810,9631,8444,6963,4389,3799,2381,1943,1004,477,181,186,8,3003,0.637130090211618,0.937707010972334,0.466318185650451,0.516024907560191,0.637130090211618,83027,8379.916527325115,0.255207608094326,0.242795901759356,0.0281728304925917,0.0173415915583598,3003,La Paz,Baja California Sur,57,RUBEN GREGORIO  MU?OZ  ALVAREZ ,MORENA-PES,272628
57,26043,10155,26729100,50,152800,63,307200,413,696000,535,1461150,0,0,0,0,264,3862800,0,0,0,0,231,13366518,0,0,0,0,0,0,0,0,0,0,37,297008,0,0,26043,1,14,1,0,3,0,0,0,0,13,2020/05,11169,11773,12176,11377,9302,8630,8575,10148,10745,6990,4996,2947,2792,1784,1411,543,288,144,125,0,0,11552,12306,11962,10959,10200,8666,9374,10404,9158,7193,4703,3354,3417,1699,1257,1054,561,57,36,30,9,26043,0.656186317321689,0.927878648586532,0.307101815674558,0.485267754539186,0.656186317321689,65265,7402.8580075717555,0.305332577762111,0.238917164268825,0.0453030390918867,0.0174287660802308,26043,Nogales,Sonora,58,JESÚS ANTONIO   PUJOL IRASTORZA,MORENA-PT-PES,233866
58,14120,68122,176880750,1130,3680800,239,1334400,18378,29420800,2850,8914800,0,0,1,6814,2163,35204400,0,0,0,0,0,0,0,0,0,0,0,0,28,204400,0,0,1298,9419854,0,0,14120,3456,13056,64,64,9024,256,0,128,832,1472,2020/05,56977,57026,57640,58698,68695,56812,52521,45757,43994,35597,33642,25328,20332,14740,9877,5665,3636,1676,518,293,21,54285,55473,59204,58972,66996,58995,53500,50030,48275,41252,37312,28560,24162,17774,11503,7228,4656,2618,980,535,0,14120,0.483531340071695,0.914071951430275,0.596459293865787,0.539872666150047,0.483531340071695,358742,8992.41497940399,0.245738601476941,0.280879955230657,0.0286467390744595,0.0194494338922411,14120,Zapopan,Jalisco,59,JESUS PABLO LEMUS NAVARRO,MC,1331755
59,19018,2797,7300650,112,355200,17,81600,1394,4395200,953,3284400,0,0,0,0,137,2152800,0,0,0,0,0,0,0,0,0,0,0,0,2,14600,0,0,69,366532,0,0,19018,144,56,8,0,48,8,0,8,8,32,2020/05,16173,14585,12638,9520,9821,11246,15398,13467,8704,4873,2935,1515,1285,607,429,391,118,128,6,0,0,15885,14641,12651,10478,10186,11479,15477,12259,7490,4943,2833,1731,1404,857,570,200,103,134,9,4,15,19018,0.573381883034852,0.918882366054841,0.24461618488519,0.297257932674444,0.573381883034852,67285,7218.631603585089,0.284658271385776,0.192433467987296,0.0249015311217131,0.0124015122071865,19018,García,Nuevo León,60,Carlos Alberto Guevara Garza,Independiente,247188
60,8021,9836,25265400,517,1731600,504,2419200,449,721600,596,1609050,0,0,0,0,967,15519600,1332,4262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,297752,0,0,8021,25,12,0,0,20,1,0,0,0,2,2020/05,5688,6755,6728,6579,5956,5021,5168,5085,4845,4726,4011,3145,2405,1764,1511,1125,558,299,111,20,0,5876,6564,6936,6294,5917,5884,5889,5133,5544,5358,4568,3759,2736,2285,1561,1043,765,318,69,10,8,8021,0.571514463223996,0.902843654664084,0.329904023871557,0.377981161066203,0.571514463223996,44907,6374.955328941432,0.266790040624931,0.2563072713985,0.0249279294556554,0.00759558506618028,8021,Delicias,Chihuahua,61,ELISEO COMPEAN FERNANDEZ,PAN-MC,148017
61,14039,129427,332892300,1296,4242400,1309,6436800,9249,14804800,2949,8040150,1,40000,1,4861,2949,46281600,0,0,0,0,0,0,0,0,0,0,0,0,39,284700,0,0,855,6887060,0,0,14039,4224,31168,640,64,19008,0,0,64,1088,1600,2020/05,50167,54549,59773,65260,69919,59944,54412,45350,48872,41293,36608,30485,28207,21006,16156,10095,6549,3386,1466,374,78,49242,54417,58265,62084,66626,58732,56554,49758,52647,47783,46607,37361,35719,27679,20047,13663,9195,5613,2669,817,74,14039,0.467176581200925,0.883566691230656,0.626834040606815,0.509102228546744,0.467176581200925,393530,7274.029625727387,0.25795237033289,0.253580753870988,0.0218912940805515,0.0137863040822201,14039,Guadalajara,Jalisco,62,ISMAEL DEL TORO CASTRO,MC,1459501
62,1005,4058,10564650,556,1856800,41,201600,1290,2161600,330,887400,0,0,0,0,242,3488400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,2342186,0,0,1005,14,5,0,0,15,0,0,0,0,2,2020/05,6738,6913,6763,6299,6056,4321,4197,4514,4072,2908,2213,1581,1137,892,648,455,276,83,19,6,0,6145,6390,6876,5899,5130,4882,4780,4822,4383,3052,2434,1635,1445,930,616,374,235,114,76,21,0,1005,0.461035591989208,0.885406938535505,0.385043754972156,0.384040676559095,0.461035591989208,28911,6513.193574958814,0.423780219350168,0.250330019880716,0.0513839019283639,0.0166600397614314,1005,Jesús María,Aguascalientes,63,JOSE ANTONIO ARAMBULA  LOPEZ,PAN,120330
63,14101,15274,39267450,594,1969600,37,196800,10714,17150400,901,2909550,0,0,1,2431,792,12956400,0,0,0,0,0,0,0,0,0,0,0,0,1,7300,0,0,140,949765,0,0,14101,256,744,24,0,832,0,0,0,8,104,2020/05,28186,27198,27599,25489,25250,20464,20903,17380,18896,15364,11703,8069,6050,4054,2389,1888,973,393,154,12,27,28198,26297,29110,26225,24905,23613,21458,19792,19136,15097,12008,9497,6868,4689,2852,1685,1291,525,141,18,6,14101,0.366404458059451,0.891088499253398,0.389018026200336,0.335878450147011,0.366404458059451,129922,6082.720677792981,0.388996345567089,0.373254601401267,0.0661385097332651,0.0385009410811712,14101,Tonalá,Jalisco,64,JUAN ANTONIO GONZALEZ MORA,PAN-PRD-MC,535852
64,15074,6549,17085000,36,124000,2134,10348800,3553,10312000,462,1989000,0,0,1,2431,647,10274400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,454400,5111,12719340,0,0,15074,1,1,0,0,0,0,0,0,0,0,2020/05,7464,8097,8254,7132,6346,4724,4365,3964,3262,2517,2402,1699,1136,890,657,445,271,84,79,8,18,7632,8017,8185,7127,6975,5544,5193,4624,3587,3301,2537,1982,1426,1375,1250,632,373,407,99,37,0,15074,0.033272625385262,0.539401793219389,0.06938217988232,0.0803796581675539,0.033272625385262,28552,4335.033161429599,0.783839344614393,0.759228017557836,0.382737830415906,0.245239545745661,15074,San Felipe del Progreso,México,65,ALEJANDRO  TENORIO  ESQUIVEL ,PT-MORENA-PES,134117
65,8019,53753,138911250,1060,3568400,883,4305600,2744,4473600,2170,8318100,0,0,0,0,1978,30585600,1477,4726400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,12655504,0,0,8019,168,1024,0,0,208,0,0,0,0,272,2020/05,35423,38574,39388,36942,40509,35505,32179,29295,30828,26848,22617,18432,13819,10584,7409,4967,2325,1225,275,77,28,37202,34007,37912,36638,41813,35143,33736,33167,33099,29221,26258,21804,15868,12799,9843,6349,2960,1790,713,54,23,8019,0.537740059149667,0.923230237430696,0.518675259252536,0.518955123404963,0.537740059149667,264414,7920.162475198783,0.258380887562606,0.195907559131739,0.0203770599561396,0.00622794861863234,8019,Chihuahua,Chihuahua,66,MARIA EUGENIA CAMPOS GALVAN,PAN-MC,877648
66,30123,7874,20792700,273,893600,152,734400,1341,3001600,543,1915050,61,3400000,0,0,1030,17085600,206,659200,0,0,0,0,0,0,0,0,0,0,843,6153900,1,4800,1727,26709408,0,0,30123,2,6,0,0,1,3,0,0,0,2,2020/05,4472,4169,4245,4914,4333,3139,3058,3196,3278,3107,3001,2433,1685,1717,1063,850,513,223,83,34,0,4229,4297,4313,4682,4294,3282,3752,3540,4102,3050,3016,2400,1827,1420,1091,762,472,270,126,48,17,30123,0.376789347802806,0.779281048084818,0.222896512333559,0.173740763217078,0.376789347802806,28013,4895.35578115819,0.564973208401387,0.553778548931596,0.132219643351768,0.0803142032702789,30123,Pánuco,Veracruz,67,FERNANDO  MOLINA HERNANDEZ ,PAN,100503
67,11002,10652,27727425,58,183200,66,364800,1533,3118400,440,1226550,0,0,1,2431,657,10231200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,11738580,0,0,11002,4,4,0,0,1,0,0,0,0,9,2020/05,4441,5048,4944,5038,4687,3631,3155,3417,3419,2728,2547,2391,2256,2129,1301,1140,687,493,234,76,2,4487,4579,5034,5155,4387,4209,3888,3903,3789,3626,3464,2672,2550,1983,1600,1202,799,580,230,96,4,11002,0.298351922756784,0.68030630930581,0.377026802064258,0.207691027135009,0.298351922756784,30035,4582.884050255537,0.564623901448445,0.528714408809855,0.0832497746020779,0.0480262098874149,11002,Acámbaro,Guanajuato,68,Alejandro Tirado Zúñiga,MORENA-PT-PES,112001
68,11017,32223,83469150,679,2341600,881,4512000,17815,28534400,2146,6828900,0,0,0,0,1326,19692000,0,0,0,0,0,0,0,0,0,0,0,0,1,7300,0,0,3597,21156989,0,0,11017,192,88,0,0,536,0,0,0,8,320,2020/05,28202,29476,27489,27425,24169,23916,20691,19105,16272,14280,12319,10383,8453,6248,3677,2413,1453,1025,289,241,2,28009,25938,27498,27720,27515,25696,22534,21233,18665,15930,15348,11916,9811,6063,5051,3100,2291,1283,592,361,8,11017,0.429386518189859,0.78524511722998,0.380906810503574,0.320008119825424,0.429386518189859,137934,6033.596577908272,0.423257255857927,0.372154509753872,0.0742135676311619,0.0293538868029961,11017,Irapuato,Guanajuato,69,José Ricardo Ortiz Gutiérrez,PAN,574090
69,30028,13453,34817700,151,496000,927,4502400,502,811200,342,915450,0,0,0,0,874,14832000,0,0,0,0,0,0,0,0,0,0,1,5000,58,423400,0,0,88,605697,6,30000,30028,4,12,0,0,21,0,0,0,0,1,2020/05,4539,4997,4982,5448,6177,5532,4567,4518,4526,4356,4083,3455,3353,2304,1803,992,640,256,136,33,0,4214,4583,4673,5476,6514,5765,5207,5472,5879,5322,5166,4342,4093,2868,2163,1449,1137,658,331,95,42,30028,0.562309037900875,0.903696793002916,0.496303206997085,0.472139941690962,0.562309037900875,42875,8758.308941522722,0.295418546965124,0.299737000916399,0.0407414602074056,0.0249439357477593,30028,Boca del Río,Veracruz,70,HUMBERTO  ALONSO  MORELLI ,PAN,142146
70,15045,5299,13836300,74,247200,555,2673600,3619,5913600,852,2835600,0,0,0,0,409,6163200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,11595204,0,0,15045,6,10,6,0,0,0,0,0,1,0,2020/05,3863,4355,4718,4352,3824,3257,3081,3045,2792,2147,1839,1538,1272,934,609,530,260,211,85,33,0,3681,4522,4637,4283,4129,3557,3596,3389,2931,2497,2130,1615,1114,989,764,461,388,286,128,63,16,15045,0.170613757570279,0.713278495887191,0.0864593690680647,0.136219831872006,0.170613757570279,22126,4441.746304898648,0.554088790136366,0.57477913336138,0.127499673245327,0.0983031832842519,15045,Jilotepec,México,71,AGUSTIN JAVIER  BONILLA  RODRIGUEZ ,PT-MORENA-PES,87921
71,24028,47868,127538250,1615,5287200,2214,11001600,5112,10884800,1698,5530950,0,0,0,0,1789,25146000,223,713600,0,0,0,0,0,0,0,0,0,0,19,138700,0,0,1447,9059241,0,0,24028,368,1568,184,0,416,24,8,8,32,192,2020/05,32451,34174,38652,36994,42991,32077,29259,24670,26742,22596,21967,15548,11845,9286,6219,4871,2467,2058,673,90,4,32131,33353,37396,37275,41660,33640,32364,28866,31473,27896,25787,18177,13287,11884,8324,5924,4348,3029,953,246,107,24028,0.498352527551779,0.866097225665412,0.526235604336166,0.471907326857632,0.498352527551779,221855,7387.922519138415,0.287483302554534,0.239926133248694,0.0303216712824274,0.018909888334247,24028,San Luis Potosí,San Luis Potosí,72,FRANCISCO XAVIER NAVA PALACIOS,PAN,823754
72,15106,40263,104144550,1537,4959200,1549,7516800,25973,41574400,2342,7119600,0,0,0,0,3966,69325200,0,0,0,0,0,0,0,0,0,0,0,0,12,87600,0,0,1657,4688930,0,0,15106,1566,4968,270,0,2376,0,27,0,675,297,2020/05,37916,38986,39259,38227,41104,32537,34025,30459,30168,24320,20870,16463,12020,8286,5647,4291,2315,1105,277,133,80,35657,41302,40218,37585,42064,36882,36535,35577,35874,27338,25623,18273,13988,9171,7560,4913,3448,1805,833,178,155,15106,0.433916181468082,0.811424311307681,0.388196982240131,0.370551456967879,0.433916181468082,218639,6572.898998787657,0.380467819014976,0.454852218510794,0.0590056388899126,0.0609604833783657,15106,Toluca,México,73,JUAN RODOLFO  SANCHEZ  GOMEZ ,PT-MORENA-PES,873467
73,5030,40669,104784600,1129,3719600,845,4065600,2390,4169600,1655,4556850,0,0,0,0,1182,16970400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,21929535,0,0,5030,104,128,0,0,24,0,0,0,0,24,2020/05,39286,38400,37408,37094,37843,31462,29226,29861,26554,24537,18752,16728,11368,8092,5806,3596,2517,1010,409,305,0,37317,35668,37959,35221,38542,29812,31579,30495,30868,23496,21205,16529,13116,9500,6441,4179,2647,1606,510,234,99,5030,0.449629445598114,0.867425432079089,0.451373231018755,0.44387307867191,0.449629445598114,213329,7848.072512412906,0.207746380447963,0.175261143564214,0.0199196823499502,0.0127706157136965,5030,Saltillo,Coahuila,74,MANOLO  JIMENEZ  SALINAS,PRI-PVEM-PNA,807277
74,11007,26871,70260150,760,2461600,1092,5577600,15381,24620800,1622,4720050,0,0,0,0,1025,16588800,0,0,0,0,0,0,0,0,0,0,0,0,1,7300,0,0,1116,5841119,0,0,11007,120,720,0,0,1136,0,8,0,0,336,2020/05,20731,22595,25701,22370,22482,18412,16685,17025,17308,12999,12311,7895,7785,4737,3899,1972,1235,951,369,35,0,20724,21452,25142,22600,24245,20693,19156,20065,18864,16117,13685,9629,8600,5251,4378,2558,1593,1045,612,90,0,11007,0.428996569137659,0.805142438610693,0.446644308237925,0.373200724721483,0.428996569137659,129705,6073.290627980202,0.395638642332648,0.325195455548633,0.0479866629246899,0.0248804220238316,11007,Celaya,Guanajuato,75,Elvira Paniagua Rodríguez,PAN,493996
75,11027,18444,47973150,395,1278800,444,2131200,4299,6884800,1454,4090200,0,0,0,0,282,4212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,11207930,0,0,11027,3,41,0,0,45,0,0,0,0,30,2020/05,11260,11330,12066,12883,11741,9776,8851,9761,9861,7477,7222,5516,4095,3072,2553,1587,1086,620,370,83,49,11223,11356,11945,13107,11585,10837,10058,11302,10692,8884,8127,6501,4972,3861,2673,2046,1143,1069,415,38,11,11027,0.382939577670918,0.790800752665691,0.418969963063628,0.342044741793853,0.382939577670918,71745,6596.911064570029,0.446415649201681,0.377294051828477,0.0561286547906819,0.0243272792426475,11027,Salamanca,Guanajuato,76,María Beatriz Hernández Cruz,MORENA-PT-PES,273104
76,9014,48445,123988650,170,552800,0,0,243,390400,1843,4699650,0,0,2,9245,1292,21924000,3374,2699200,0,0,0,0,0,0,0,0,1,5000,10,73000,1,4800,131,783089,0,0,9014,15,134,0,0,120,1,0,0,1,1,2020/05,9606,9260,9203,9731,13643,17501,19438,17826,16150,13810,13839,11436,9923,7695,5982,3499,2165,1352,613,183,20,8395,9214,8781,9496,15033,18595,21811,20824,18553,15632,14856,14259,13486,9927,8945,6160,5169,3172,1577,371,107,9014,0.714232936756418,0.929198497182217,0.831897307451471,0.798935504070131,0.714232936756418,159700,17064.509469762477,0.0318152858285029,0.049700868796848,0.00144288426943834,0.00143740335353768,9014,Benito Juárez,Ciudad de México,77,SANTIAGO  TABOADA CORTINA ,PAN-PRD-MC,417238
77,28027,17957,46958250,125,404800,422,2068800,4025,6611200,1572,4539000,0,0,0,0,717,9266400,0,0,69,828000,0,0,0,0,0,0,0,0,4,29200,0,0,72,512802,0,0,28027,1,12,0,0,1,0,0,0,0,1,2020/05,20214,20036,20468,19409,17962,14039,13982,16029,14039,13474,8552,7020,4785,3358,3058,1882,719,421,125,39,0,18523,18967,19516,17594,16130,14886,14846,15829,16345,12025,8970,7409,5371,5161,3444,2082,1273,795,121,78,0,28027,0.481569020011308,0.810008434594815,0.471716301013078,0.361630935498522,0.481569020011308,107889,5847.973336364249,0.34260798122696,0.355002972574767,0.029024107998679,0.0330108540101561,28027,Nuevo Laredo,Tamaulipas,78,OSCAR ENRIQUE RIVAS CUELLAR,PAN-PRD-MC,398976
78,5035,39821,102976650,1416,4684000,3261,15686400,3732,6316800,2027,6074100,0,0,0,0,2319,34398000,83,265600,0,0,0,0,0,0,0,0,0,0,1,7300,0,0,720,2444479,1,5000,5035,440,104,0,0,512,0,0,8,8,24,2020/05,29476,30004,31940,31275,28323,23792,24990,24144,23884,17890,17063,13049,12268,8347,5622,3509,2689,1049,365,31,10,29235,29741,31599,28609,28714,26070,25507,26127,26737,20770,20815,16447,11916,9925,6790,4321,3103,1954,501,157,26,5035,0.465695393225055,0.868654025521981,0.447619494249999,0.398097054394439,0.465695393225055,191913,6935.38532653319,0.301498575480149,0.261604677147247,0.0365120122110941,0.0277915947731905,5035,Torreón,Coahuila,79,JORGE  ZERME?O  INFANTE ,PAN-MC-UDC,678784
