clave_mun,robo_casa,robo_vehiculos,robo_transportistas,robo_bancos,robo_negocio,robo_maquinaria,secuestro,feminicidio,extorsion,homicidio_doloso,pob,mpo_inegi_x,Ranking Modelo_x,pob_2015_x,start_year_x,end_year_x,mpo_ine_x,mpo_inegi_y,Ranking Modelo_y,pob_2015_y,start_year_y,end_year_y,mpo_ine_y,mpo_inegi,Ranking Modelo,pob_2015,start_year,end_year,mpo_ine,date
20358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,20358,249,1946,0,0,20358.0,20358,249,1946,0,0,20358.0,20358,249,1946,0,0,20358.0,2020/05
20359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,20359,286,918,0,0,20359.0,20359,286,918,0,0,20359.0,20359,286,918,0,0,20359.0,2020/05
20360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3773.0,20360,286,3773,2019,2021,20360.0,20360,286,3773,2019,2021,20360.0,20360,286,3773,2019,2021,20360.0,2020/05
20361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,20361,290,871,0,0,20361.0,20361,290,871,0,0,20361.0,20361,290,871,0,0,20361.0,2020/05
20362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,20362,249,1425,0,0,20362.0,20362,249,1425,0,0,20362.0,20362,249,1425,0,0,20362.0,2020/05
20363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2572.0,20363,286,2572,0,0,20363.0,20363,286,2572,0,0,20363.0,20363,286,2572,0,0,20363.0,2020/05
20364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15987.0,20364,176,15987,2019,2021,20364.0,20364,176,15987,2019,2021,20364.0,20364,176,15987,2019,2021,20364.0,2020/05
20365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,20365,286,1068,0,0,20365.0,20365,286,1068,0,0,20365.0,20365,286,1068,0,0,20365.0,2020/05
20366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905.0,20366,249,3899,0,0,20366.0,20366,249,3899,0,0,20366.0,20366,249,3899,0,0,20366.0,2020/05
20367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4460.0,20367,176,4458,0,0,20367.0,20367,176,4458,0,0,20367.0,20367,176,4458,0,0,20367.0,2020/05
20368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,20368,286,1926,0,0,20368.0,20368,286,1926,0,0,20368.0,20368,286,1926,0,0,20368.0,2020/05
20369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,20369,268,1931,0,0,20369.0,20369,268,1931,0,0,20369.0,20369,268,1931,0,0,20369.0,2020/05
20370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,20370,268,663,0,0,20371.0,20370,268,663,0,0,20371.0,20370,268,663,0,0,20371.0,2020/05
20371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,20371,200,1031,0,0,20372.0,20371,200,1031,0,0,20372.0,20371,200,1031,0,0,20372.0,2020/05
20372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.0,20372,200,1555,0,0,20373.0,20372,200,1555,0,0,20373.0,20372,200,1555,0,0,20373.0,2020/05
20373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,20373,268,365,0,0,20374.0,20373,268,365,0,0,20374.0,20373,268,365,0,0,20374.0,2020/05
20374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,20374,236,1546,0,0,20375.0,20374,236,1546,0,0,20375.0,20374,236,1546,0,0,20375.0,2020/05
20375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12814.0,20375,286,12802,2019,2021,20376.0,20375,286,12802,2019,2021,20376.0,20375,286,12802,2019,2021,20376.0,2020/05
20376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356.0,20376,200,355,0,0,20377.0,20376,200,355,0,0,20377.0,20376,200,355,0,0,20377.0,2020/05
20377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11616.0,20377,200,11610,2019,2021,20378.0,20377,200,11610,2019,2021,20378.0,20377,200,11610,2019,2021,20378.0,2020/05
20378,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3425.0,20378,249,3425,0,0,20379.0,20378,249,3425,0,0,20379.0,20378,249,3425,0,0,20379.0,2020/05
20379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.0,20379,200,2920,0,0,20380.0,20379,200,2920,0,0,20380.0,20379,200,2920,0,0,20380.0,2020/05
20380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127.0,20380,286,2124,0,0,20381.0,20380,286,2124,0,0,20381.0,20380,286,2124,0,0,20381.0,2020/05
20381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2675.0,20381,200,2674,2019,2021,20382.0,20381,200,2674,2019,2021,20382.0,20381,200,2674,2019,2021,20382.0,2020/05
20382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,20382,200,1116,0,0,20383.0,20382,200,1116,0,0,20383.0,20382,200,1116,0,0,20383.0,2020/05
20383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,20383,268,583,0,0,20384.0,20383,268,583,0,0,20384.0,20383,268,583,0,0,20384.0,2020/05
20384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4754.0,20384,249,4749,0,0,20385.0,20384,249,4749,0,0,20385.0,20384,249,4749,0,0,20385.0,2020/05
20385,4.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,93188.0,20385,268,93132,2019,2021,20386.0,20385,268,93132,2019,2021,20386.0,20385,268,93132,2019,2021,20386.0,2020/05
20386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18512.0,20386,176,18491,0,0,20387.0,20386,176,18491,0,0,20387.0,20386,176,18491,0,0,20387.0,2020/05
20387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,20387,286,2913,2019,2021,20388.0,20387,286,2913,2019,2021,20388.0,20387,286,2913,2019,2021,20388.0,2020/05
20388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.0,20388,268,2369,0,0,20389.0,20388,268,2369,0,0,20389.0,20388,268,2369,0,0,20389.0,2020/05
20389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,20389,286,951,0,0,20390.0,20389,286,951,0,0,20390.0,20389,286,951,0,0,20390.0,2020/05
20390,2.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,49459.0,20390,292,49366,2019,2021,20392.0,20390,292,49366,2019,2021,20392.0,20390,292,49366,2019,2021,20392.0,2020/05
20391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361.0,20391,249,3350,0,0,20393.0,20391,249,3350,0,0,20393.0,20391,249,3350,0,0,20393.0,2020/05
20392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6398.0,20392,200,6396,0,0,20394.0,20392,200,6396,0,0,20394.0,20392,200,6396,0,0,20394.0,2020/05
20393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3855.0,20393,286,3855,0,0,20395.0,20393,286,3855,0,0,20395.0,20393,286,3855,0,0,20395.0,2020/05
20394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766.0,20394,286,2765,0,0,20397.0,20394,286,2765,0,0,20397.0,20394,286,2765,0,0,20397.0,2020/05
20395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,20395,236,1720,0,0,20398.0,20395,236,1720,0,0,20398.0,20395,236,1720,0,0,20398.0,2020/05
20396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3237.0,20396,236,3235,0,0,20399.0,20396,236,3235,0,0,20399.0,20396,236,3235,0,0,20399.0,2020/05
20397,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39945.0,20397,200,39927,0,0,20553.0,20397,200,39927,0,0,20553.0,20397,200,39927,0,0,20553.0,2020/05
20398,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4418.0,20398,249,4418,0,0,20010.0,20398,249,4418,0,0,20010.0,20398,249,4418,0,0,20010.0,2020/05
20399,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34115.0,20399,292,34087,0,0,20400.0,20399,292,34087,0,0,20400.0,20399,292,34087,0,0,20400.0,2020/05
20400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0,20400,268,1565,0,0,0.0,20400,268,1565,0,0,0.0,20400,268,1565,0,0,0.0,2020/05
20401,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24076.0,20401,249,24074,0,0,20406.0,20401,249,24074,0,0,20406.0,20401,249,24074,0,0,20406.0,2020/05
20402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,20402,176,1073,2019,2021,20407.0,20402,176,1073,2019,2021,20407.0,20402,176,1073,2019,2021,20407.0,2020/05
20403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2971.0,20403,286,2970,0,0,20408.0,20403,286,2970,0,0,20408.0,20403,286,2970,0,0,20408.0,2020/05
20404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,20404,268,733,0,0,20113.0,20404,268,733,0,0,20113.0,20404,268,733,0,0,20113.0,2020/05
20405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.0,20405,268,2106,0,0,20403.0,20405,268,2106,0,0,20403.0,20405,268,2106,0,0,20403.0,2020/05
20406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20328.0,20406,236,20319,0,0,20404.0,20406,236,20319,0,0,20404.0,20406,236,20319,0,0,20404.0,2020/05
20407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9078.0,20407,147,9078,0,0,20405.0,20407,147,9078,0,0,20405.0,20407,147,9078,0,0,20405.0,2020/05
20408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,20408,200,482,0,0,20409.0,20408,200,482,0,0,20409.0,20408,200,482,0,0,20409.0,2020/05
20409,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8918.0,20409,286,8913,0,0,20410.0,20409,286,8913,0,0,20410.0,20409,286,8913,0,0,20410.0,2020/05
20410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353.0,20410,290,3352,0,0,20411.0,20410,290,3352,0,0,20411.0,20410,290,3352,0,0,20411.0,2020/05
20411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,20411,286,813,0,0,20412.0,20411,286,813,0,0,20412.0,20411,286,813,0,0,20412.0,2020/05
20412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,20412,290,3157,0,0,20413.0,20412,290,3157,0,0,20413.0,20412,290,3157,0,0,20413.0,2020/05
20413,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,45680.0,20413,249,45610,2019,2021,20414.0,20413,249,45610,2019,2021,20414.0,20413,249,45610,2019,2021,20414.0,2020/05
20414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11400.0,20414,176,11395,2019,2021,20415.0,20414,176,11395,2019,2021,20415.0,20414,176,11395,2019,2021,20415.0,2020/05
20415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.0,20415,176,4987,2019,2021,20416.0,20415,176,4987,2019,2021,20416.0,20415,176,4987,2019,2021,20416.0,2020/05
20416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,20416,236,488,0,0,20417.0,20416,236,488,0,0,20417.0,20416,236,488,0,0,20417.0,2020/05
20417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9474.0,20417,159,9466,2019,2021,20418.0,20417,159,9466,2019,2021,20418.0,20417,159,9466,2019,2021,20418.0,2020/05
20418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13148.0,20418,290,13126,2019,2021,20419.0,20418,290,13126,2019,2021,20419.0,20418,290,13126,2019,2021,20419.0,2020/05
20419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,20419,286,499,0,0,20420.0,20419,286,499,0,0,20420.0,20419,286,499,0,0,20420.0,2020/05
20420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.0,20420,249,1842,0,0,20421.0,20420,249,1842,0,0,20421.0,20420,249,1842,0,0,20421.0,2020/05
20421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4555.0,20421,290,4550,2019,2021,20422.0,20421,290,4550,2019,2021,20422.0,20421,290,4550,2019,2021,20422.0,2020/05
20422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,20422,268,584,0,0,20423.0,20422,268,584,0,0,20423.0,20422,268,584,0,0,20423.0,2020/05
20423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,20423,268,466,0,0,20424.0,20423,268,466,0,0,20424.0,20423,268,466,0,0,20424.0,2020/05
20424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3894.0,20424,249,3893,0,0,20425.0,20424,249,3893,0,0,20425.0,20424,249,3893,0,0,20425.0,2020/05
20425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.0,20425,236,2085,0,0,20426.0,20425,236,2085,0,0,20426.0,20425,236,2085,0,0,20426.0,2020/05
20426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8593.0,20426,268,8589,0,0,20428.0,20426,268,8589,0,0,20428.0,20426,268,8589,0,0,20428.0,2020/05
20427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16518.0,20427,147,16514,2019,2021,20427.0,20427,147,16514,2019,2021,20427.0,20427,147,16514,2019,2021,20427.0,2020/05
20428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,20428,290,1921,0,0,20429.0,20428,290,1921,0,0,20429.0,20428,290,1921,0,0,20429.0,2020/05
20429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.0,20429,249,1471,0,0,20430.0,20429,249,1471,0,0,20430.0,20429,249,1471,0,0,20430.0,2020/05
20430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,20430,268,360,0,0,20431.0,20430,268,360,0,0,20431.0,20430,268,360,0,0,20431.0,2020/05
20431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.0,20431,236,1692,2019,2021,20432.0,20431,236,1692,2019,2021,20432.0,20431,236,1692,2019,2021,20432.0,2020/05
20432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,20432,286,900,0,0,20433.0,20432,286,900,0,0,20433.0,20432,286,900,0,0,20433.0,2020/05
20433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571.0,20433,176,2569,0,0,20434.0,20433,176,2569,0,0,20434.0,20433,176,2569,0,0,20434.0,2020/05
20434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214.0,20434,236,4210,2019,2021,20435.0,20434,236,4210,2019,2021,20435.0,20434,236,4210,2019,2021,20435.0,2020/05
20435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.0,20435,286,3460,0,0,20436.0,20435,286,3460,0,0,20436.0,20435,286,3460,0,0,20436.0,2020/05
20436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,20436,236,981,2019,2021,20437.0,20436,236,981,2019,2021,20437.0,20436,236,981,2019,2021,20437.0,2020/05
20437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8922.0,20437,286,8913,0,0,20438.0,20437,286,8913,0,0,20438.0,20437,286,8913,0,0,20438.0,2020/05
20438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,20438,236,1634,0,0,20439.0,20438,236,1634,0,0,20439.0,20438,236,1634,0,0,20439.0,2020/05
20439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25130.0,20439,249,25112,2019,2021,20440.0,20439,249,25112,2019,2021,20440.0,20439,249,25112,2019,2021,20440.0,2020/05
20440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,20440,290,838,0,0,20441.0,20440,290,838,0,0,20441.0,20440,290,838,0,0,20441.0,2020/05
20441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8795.0,20441,147,8793,2019,2021,20442.0,20441,147,8793,2019,2021,20442.0,20441,147,8793,2019,2021,20442.0,2020/05
20442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,20442,286,267,0,0,20443.0,20442,286,267,0,0,20443.0,20442,286,267,0,0,20443.0,2020/05
20443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,20443,286,470,0,0,20444.0,20443,286,470,0,0,20444.0,20443,286,470,0,0,20444.0,2020/05
20444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,20444,200,411,0,0,20445.0,20444,200,411,0,0,20445.0,20444,200,411,0,0,20445.0,2020/05
20445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,20445,200,1514,0,0,20446.0,20445,200,1514,0,0,20446.0,20445,200,1514,0,0,20446.0,2020/05
20446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6048.0,20446,200,6045,0,0,20447.0,20446,200,6045,0,0,20447.0,20446,200,6045,0,0,20447.0,2020/05
20447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16340.0,20447,200,16333,2019,2021,20448.0,20447,200,16333,2019,2021,20448.0,20447,200,16333,2019,2021,20448.0,2020/05
20448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.0,20448,200,2230,0,0,20449.0,20448,200,2230,0,0,20449.0,20448,200,2230,0,0,20449.0,2020/05
20449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2939.0,20449,290,2933,0,0,20450.0,20449,290,2933,0,0,20450.0,20449,290,2933,0,0,20450.0,2020/05
20450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12683.0,20450,200,12679,0,0,20451.0,20450,200,12679,0,0,20451.0,20450,200,12679,0,0,20451.0,2020/05
20451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,20451,236,875,0,0,20452.0,20451,236,875,0,0,20452.0,20451,236,875,0,0,20452.0,2020/05
20452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995.0,20452,286,3995,0,0,20453.0,20452,286,3995,0,0,20453.0,20452,286,3995,0,0,20453.0,2020/05
20453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3708.0,20453,290,3707,0,0,20454.0,20453,290,3707,0,0,20454.0,20453,290,3707,0,0,20454.0,2020/05
20454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.0,20454,286,2916,0,0,20455.0,20454,286,2916,0,0,20455.0,20454,286,2916,0,0,20455.0,2020/05
20455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2583.0,20455,268,2581,2019,2021,20456.0,20455,268,2581,2019,2021,20456.0,20455,268,2581,2019,2021,20456.0,2020/05
20456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,20456,268,1440,2019,2021,20457.0,20456,268,1440,2019,2021,20457.0,20456,268,1440,2019,2021,20457.0,2020/05
20457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3082.0,20457,286,3081,0,0,20458.0,20457,286,3081,0,0,20458.0,20457,286,3081,0,0,20458.0,2020/05
20458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,20458,286,967,0,0,20461.0,20458,286,967,0,0,20461.0,20458,286,967,0,0,20461.0,2020/05
20459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4371.0,20459,268,4370,2019,2021,20459.0,20459,268,4370,2019,2021,20459.0,20459,268,4370,2019,2021,20459.0,2020/05
20460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4983.0,20460,290,4979,0,0,20460.0,20460,290,4979,0,0,20460.0,20460,290,4979,0,0,20460.0,2020/05
20461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,20461,200,518,0,0,20462.0,20461,200,518,0,0,20462.0,20461,200,518,0,0,20462.0,2020/05
20462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4083.0,20462,268,4080,2019,2021,20463.0,20462,268,4080,2019,2021,20463.0,20462,268,4080,2019,2021,20463.0,2020/05
20463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,20463,236,529,0,0,20464.0,20463,236,529,0,0,20464.0,20463,236,529,0,0,20464.0,2020/05
20464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,20464,268,350,2019,2021,20465.0,20464,268,350,2019,2021,20465.0,20464,268,350,2019,2021,20465.0,2020/05
20465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,20465,290,1593,0,0,20466.0,20465,290,1593,0,0,20466.0,20465,290,1593,0,0,20466.0,2020/05
20466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13041.0,20466,176,13037,0,0,20467.0,20466,176,13037,0,0,20467.0,20466,176,13037,0,0,20467.0,2020/05
20467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19201.0,20467,176,19197,2019,2021,20468.0,20467,176,19197,2019,2021,20468.0,20467,176,19197,2019,2021,20468.0,2020/05
20468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14135.0,20468,159,14122,0,0,20469.0,20468,159,14122,0,0,20469.0,20468,159,14122,0,0,20469.0,2020/05
20469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36275.0,20469,200,36253,2019,2021,20470.0,20469,200,36253,2019,2021,20470.0,20469,200,36253,2019,2021,20470.0,2020/05
20470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4886.0,20470,290,4883,0,0,20471.0,20470,290,4883,0,0,20471.0,20470,290,4883,0,0,20471.0,2020/05
20471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,20471,286,498,0,0,20472.0,20471,286,498,0,0,20472.0,20471,286,498,0,0,20472.0,2020/05
20472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3326.0,20472,290,3323,2019,2021,20473.0,20472,290,3323,2019,2021,20473.0,20472,290,3323,2019,2021,20473.0,2020/05
20473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.0,20473,286,1292,0,0,20474.0,20473,286,1292,0,0,20474.0,20473,286,1292,0,0,20474.0,2020/05
20474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3284.0,20474,176,3280,2019,2021,20475.0,20474,176,3280,2019,2021,20475.0,20474,176,3280,2019,2021,20475.0,2020/05
20475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9681.0,20475,286,9681,0,0,20476.0,20475,286,9681,0,0,20476.0,20475,286,9681,0,0,20476.0,2020/05
20476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,20476,268,393,0,0,20477.0,20476,268,393,0,0,20477.0,20476,268,393,0,0,20477.0,2020/05
20477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,20477,176,1445,0,0,20478.0,20477,176,1445,0,0,20478.0,20477,176,1445,0,0,20478.0,2020/05
20478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0,20478,236,1785,0,0,20479.0,20478,236,1785,0,0,20479.0,20478,236,1785,0,0,20479.0,2020/05
20479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,20479,268,201,0,0,20480.0,20479,268,201,0,0,20480.0,20479,268,201,0,0,20480.0,2020/05
20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,20480,200,876,0,0,20482.0,20480,200,876,0,0,20482.0,20480,200,876,0,0,20482.0,2020/05
20481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.0,20481,200,1819,0,0,20483.0,20481,200,1819,0,0,20483.0,20481,200,1819,0,0,20483.0,2020/05
20482,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53148.0,20482,176,53131,2019,2021,20484.0,20482,176,53131,2019,2021,20484.0,20482,176,53131,2019,2021,20484.0,2020/05
20483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10397.0,20483,236,10397,2019,2021,20485.0,20483,236,10397,2019,2021,20485.0,20483,236,10397,2019,2021,20485.0,2020/05
20484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,20484,200,4246,2019,2021,20486.0,20484,200,4246,2019,2021,20486.0,20484,200,4246,2019,2021,20486.0,2020/05
20485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208.0,20485,176,3201,2019,2021,20487.0,20485,176,3201,2019,2021,20487.0,20485,176,3201,2019,2021,20487.0,2020/05
20486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.0,20486,268,2402,2019,2021,20543.0,20486,268,2402,2019,2021,20543.0,20486,268,2402,2019,2021,20543.0,2020/05
20487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,20487,236,1995,0,0,20488.0,20487,236,1995,0,0,20488.0,20487,236,1995,0,0,20488.0,2020/05
20488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,20488,268,114,0,0,20489.0,20488,268,114,0,0,20489.0,20488,268,114,0,0,20489.0,2020/05
